Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,Tasa
Los Rios,14,Mafil,14105,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,29.0,29.0,29.0,29.0,29.0,32.0,35.0,34.0,34.0,35,473.7
Los Rios,14,Mariquina,14106,23250.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,12.0,12.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,19.0,20.0,22.0,22.0,22.0,21.0,21.0,31.0,33.0,36.0,36.0,37.0,38.0,38.0,38.0,38.0,38.0,40.0,44.0,46,197.8
Los Rios,14,Paillaco,14107,20798.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,26.0,27.0,29.0,30.0,32.0,33.0,33.0,33.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,40,192.3
Los Rios,14,Panguipulli,14108,35991.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,12.0,21.0,33.0,33.0,33.0,36.0,47.0,55.0,56.0,57.0,60.0,63.0,65.0,65.0,65.0,65.0,65.0,66.0,67.0,69.0,70.0,70.0,68.0,68.0,70,194.5
Los Rios,14,Rio Bueno,14204,32925.0,0.0,0.0,0.0,5.0,5.0,5.0,10.0,7.0,7.0,11.0,10.0,11.0,13.0,13.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,16.0,16.0,18.0,18.0,18.0,19.0,21.0,24.0,24.0,27.0,30.0,29.0,29.0,29.0,32.0,34.0,35.0,38.0,43.0,51.0,57.0,59.0,62.0,68.0,74,224.8
Los Rios,14,Valdivia,14101,176774.0,12.0,45.0,47.0,65.0,72.0,82.0,88.0,97.0,101.0,101.0,105.0,107.0,110.0,121.0,121.0,122.0,124.0,125.0,147.0,154.0,160.0,174.0,182.0,189.0,200.0,209.0,243.0,268.0,303.0,329.0,346.0,337.0,350.0,381.0,401.0,415.0,425.0,445.0,454.0,469.0,488.0,516.0,524.0,525.0,544.0,559,316.2
Los Rios,14,Desconocido Los Rios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7,
Los Rios,14,Total,,405835.0,12.0,54.0,57.0,98.0,108.0,118.0,137.0,150.0,154.0,156.0,168.0,173.0,181.0,200.0,203.0,207.0,218.0,223.0,263.0,304.0,337.0,370.0,398.0,433.0,487.0,539.0,606.0,659.0,727.0,757.0,786.0,778.0,795.0,845.0,870.0,892.0,918.0,940.0,958.0,984.0,1016.0,1055.0,1069.0,1077.0,1111.0,1142.0,3389.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Lagos,10,Ancud,10202,42458.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,8.0,9.0,9.0,10.0,15.0,23.0,48.0,60.0,66.0,83.0,83.0,84.0,84.0,85.0,86.0,87.0,93.0,94.0,95.0,102.0,100.0,102.0,100.0,100.0,103.0,106.0,106.0,111.0,111.0,112.0,113.0,112.0,113.0,113.0,113.0,113.0,113,266.1
Los Lagos,10,Calbuco,10102,36744.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,21.0,44.0,61.0,83.0,111.0,128.0,144.0,152.0,169.0,179.0,185.0,200.0,243.0,246.0,289.0,285.0,308.0,312.0,325,884.5
Los Lagos,10,Castro,10201,47607.0,0.0,0.0,0.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,14.0,23.0,25.0,28.0,29.0,30.0,31.0,31.0,31.0,31.0,32,67.2
Los Lagos,10,Chaiten,10401,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,15.0,15.0,15.0,15,298.8
Los Lagos,10,Chonchi,10203,16013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6.2
Los Lagos,10,Cochamo,10103,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,8.0,8.0,10.0,9.0,13.0,13.0,16.0,19.0,20.0,20.0,23.0,23.0,23.0,23.0,23,574.1
Los Lagos,10,Curaco de Velez,10204,4066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,15.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18,442.7
Los Lagos,10,Dalcahue,10205,15069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8,53.1
Los Lagos,10,Fresia,10104,12656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,7.0,9.0,9.0,21.0,23.0,20.0,20.0,24.0,28.0,37.0,55.0,61.0,71.0,76.0,86.0,88.0,94.0,114.0,118,932.4
Los Lagos,10,Frutillar,10105,20223.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,11.0,12.0,12.0,12.0,13.0,15.0,20.0,47.0,53.0,70.0,90.0,141.0,138.0,140.0,140.0,145.0,149.0,163.0,176.0,185.0,200.0,246.0,248.0,271.0,277.0,290,1434.0
Los Lagos,10,Futaleufu,10402,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,35.6
Los Lagos,10,Hualaihue,10403,9525.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,8.0,13.0,13.0,12.0,12.0,12.0,12.0,13.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,25.0,29.0,30,315.0
Los Lagos,10,Llanquihue,10107,18621.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,28.0,66.0,62.0,56.0,84.0,70.0,76.0,69.0,71.0,79.0,105.0,119.0,131.0,152.0,164.0,172.0,182.0,194.0,214.0,225,1208.3
Los Lagos,10,Los Muermos,10106,17817.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,13.0,16.0,16.0,22.0,38.0,40.0,40.0,41.0,47.0,53.0,61.0,63.0,76.0,83.0,94.0,101.0,106.0,113.0,123,690.4
Los Lagos,10,Maullin,10108,14894.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,18.0,20.0,22.0,31.0,41.0,41.0,47.0,51.0,57.0,63.0,73.0,84.0,104.0,107.0,127.0,137.0,155.0,166.0,200,1342.8
Los Lagos,10,Osorno,10301,173410.0,66.0,120.0,163.0,190.0,207.0,220.0,232.0,241.0,249.0,265.0,278.0,282.0,306.0,315.0,320.0,324.0,340.0,341.0,343.0,343.0,355.0,369.0,391.0,399.0,414.0,419.0,451.0,459.0,466.0,466.0,482.0,500.0,564.0,576.0,603.0,634.0,678.0,731.0,791.0,876.0,945.0,998.0,1043.0,1088.0,1126.0,1195,689.1
Los Lagos,10,Palena,10404,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
Los Lagos,10,Puerto Montt,10101,269398.0,34.0,44.0,25.0,35.0,37.0,39.0,68.0,73.0,76.0,75.0,73.0,73.0,52.0,52.0,52.0,54.0,62.0,63.0,88.0,110.0,122.0,133.0,193.0,213.0,248.0,303.0,356.0,431.0,525.0,574.0,727.0,854.0,955.0,1160.0,1248.0,1467.0,1722.0,1957.0,2121.0,2357.0,2507.0,2646.0,2778.0,2911.0,2980.0,3065,1137.7
Los Lagos,10,Puerto Octay,10302,9192.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,19.0,41.0,43.0,48.0,49.0,60.0,70.0,76,826.8
Los Lagos,10,Puerto Varas,10109,48620.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,11.0,15.0,17.0,18.0,30.0,37.0,45.0,53.0,61.0,66.0,74.0,80.0,85.0,95.0,98.0,109.0,112.0,127.0,137.0,145.0,167.0,208.0,225.0,240.0,250.0,259.0,274.0,288,592.3
Los Lagos,10,Puqueldon,10206,4201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Los Lagos,10,Purranque,10303,21080.0,0.0,0.0,5.0,5.0,11.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,19.0,23.0,27.0,27.0,30.0,30.0,32.0,35.0,58.0,62.0,66.0,68.0,68.0,68.0,68.0,74.0,76.0,76.0,80.0,82.0,83.0,83.0,85.0,90.0,90.0,91.0,97.0,103.0,114.0,125.0,133.0,146.0,158.0,170,806.5
Los Lagos,10,Puyehue,10304,11787.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,11.0,11.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,16.0,16.0,16.0,19.0,19.0,22.0,28.0,28.0,32.0,37.0,40.0,44.0,51.0,61,517.5
Los Lagos,10,Queilen,10207,5543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Los Lagos,10,Quellon,10208,29309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,23.9
Los Lagos,10,Quemchi,10209,8783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16,182.2
Los Lagos,10,Quinchao,10210,8298.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,36.2
Los Lagos,10,Rio Negro,10305,14275.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,10.0,13.0,18.0,19.0,25.0,25.0,26.0,27.0,32.0,32.0,31.0,32.0,32.0,32.0,33.0,38.0,38.0,39.0,42.0,44.0,46.0,49.0,51.0,51.0,52.0,54.0,58.0,60.0,65.0,68.0,68.0,74.0,77.0,82,574.4
Los Lagos,10,San Juan de la Costa,10306,7639.0,0.0,0.0,0.0,7.0,11.0,11.0,14.0,13.0,15.0,16.0,22.0,24.0,26.0,29.0,27.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,46.0,54.0,55.0,57.0,57.0,60.0,63.0,63.0,63,824.7
Los Lagos,10,San Pablo,10307,10553.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,15.0,15.0,15.0,15.0,16.0,17.0,20.0,20.0,22.0,27.0,28.0,30.0,31.0,33,312.7
Los Lagos,10,Desconocido Los Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,44.0,44.0,46.0,54.0,52.0,56.0,61.0,65.0,73.0,73.0,80.0,75.0,82.0,75.0,78.0,72.0,75.0,66.0,70,
Los Lagos,10,Total,,891440.0,104.0,169.0,198.0,250.0,283.0,304.0,380.0,390.0,412.0,431.0,453.0,462.0,479.0,503.0,525.0,569.0,618.0,630.0,698.0,738.0,796.0,836.0,938.0,977.0,1048.0,1132.0,1317.0,1500.0,1667.0,1759.0,2054.0,2306.0,2516.0,2776.0,2923.0,3269.0,3653.0,4043.0,4388.0,4907.0,5207.0,5589.0,5819.0,6137.0,6357.0,6651.0,15075.200000000003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aysen,11,Aysen,11201,25002.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,8.0,10.0,12.0,16.0,17.0,25.0,35.0,35.0,36.0,41.0,44.0,45.0,47.0,55.0,55.0,58.0,59.0,61.0,61,244.0
Aysen,11,Chile Chico,11401,5121.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,19.5
Aysen,11,Cisnes,11202,5828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,Cochrane,11301,3685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,Coyhaique,11101,61210.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,8.0,10.0,12.0,13.0,15.0,15.0,15.0,28.0,26.0,28.0,28.0,29.0,30.0,30.0,30.0,30.0,32.0,36.0,36.0,37.0,37.0,37.0,37.0,38.0,50,81.7
Aysen,11,Guaitecas,11203,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,62.5
Aysen,11,Lago Verde,11102,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,OHiggins,11302,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,Rio Ibanez,11402,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,Tortel,11303,572.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Aysen,11,Desconocido Aysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,
Aysen,11,Total,,107297.0,0.0,0.0,4.0,5.0,4.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,12.0,13.0,15.0,17.0,18.0,22.0,25.0,25.0,40.0,40.0,46.0,47.0,56.0,67.0,67.0,68.0,73.0,78.0,83.0,86.0,95.0,95.0,98.0,99.0,102.0,114.0,407.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magallanes y la Antartica,12,Antartica,12202,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Magallanes y la Antartica,12,Cabo de Hornos,12201,1983.0,5.0,6.0,6.0,10.0,11.0,13.0,18.0,18.0,18.0,17.0,17.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,24,1210.3
Magallanes y la Antartica,12,Laguna Blanca,12102,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Magallanes y la Antartica,12,Natales,12401,23782.0,0.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,22.0,39.0,42.0,46.0,50.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,56.0,56.0,57.0,58.0,62.0,65.0,74,311.2
Magallanes y la Antartica,12,Porvenir,12301,7323.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,23.0,29.0,49.0,57,778.4
Magallanes y la Antartica,12,Primavera,12302,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,6,864.6
Magallanes y la Antartica,12,Punta Arenas,12101,141984.0,29.0,87.0,143.0,203.0,207.0,299.0,387.0,416.0,470.0,516.0,581.0,623.0,685.0,744.0,825.0,858.0,893.0,925.0,945.0,968.0,999.0,1009.0,1024.0,1039.0,1058.0,1136.0,1203.0,1257.0,1304.0,1327.0,1354.0,1398.0,1431.0,1463.0,1485.0,1506.0,1530.0,1633.0,1700.0,1821.0,1952.0,2074.0,2202.0,2443.0,2749.0,3098,2181.9
Magallanes y la Antartica,12,Rio Verde,12103,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Magallanes y la Antartica,12,San Gregorio,12104,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,293.7
Magallanes y la Antartica,12,Timaukel,12303,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Magallanes y la Antartica,12,Torres del Paine,12402,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Magallanes y la Antartica,12,Desconocido Magallanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,69.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,70.0,71.0,71.0,71.0,23.0,8.0,9,
Magallanes y la Antartica,12,Total,,178362.0,34.0,97.0,154.0,218.0,223.0,318.0,415.0,444.0,501.0,548.0,614.0,659.0,721.0,781.0,865.0,898.0,934.0,968.0,992.0,1016.0,1046.0,1056.0,1070.0,1086.0,1106.0,1185.0,1322.0,1384.0,1447.0,1474.0,1506.0,1554.0,1587.0,1619.0,1641.0,1663.0,1687.0,1793.0,1860.0,1982.0,2114.0,2246.0,2381.0,2585.0,2901.0,3270.0,5640.099999999999
